Deal Type,Completion Date,"P1, Start (-1)","P1, End (+1)","P2, Start (-5)","P2, End (+5)","P3, Start (0)","P3, End (+365)","P4, Start (0)","P4, End (+250)","P5, Start (-1)","P5, End (0)",Target Name,Acquirer Name,Seller Name,Announced Total Value (mil.),Payment Type,TV/EBITDA,Deal Status,Target ISIN,Acquirer ISIN,Ticker Acquirer,Seller ISIN,Ticker Seller,Bloomberg Search,Action ID,Action ID Bloomberg,Deal Description,Percent Owned,Percent Sought,Acq P1,Acq P2,Acq P3,Acq P4,Acq P5,Sel P1,Sel P2,Sel P3,Sel P4,Sel P5,Acq Ticker P1,Acq Ticker P2,Acq Ticker P3,Acq Ticker P4,Acq Ticker P5,Sel Ticker P1,Sel Ticker P2,Sel Ticker P3,Sel Ticker P4,Sel Ticker P5,"P1, Start (-1)","P1, End (+1)","P2, Start (-5)","P2, End (+5)","P3, Start (0)","P3, End (+365)","P4, Start (0)","P4, End (+250)","P5, Start (-1)","P5, End (0)",Acq Rel index,Sel Rel Index,Acq CAR P1,Acq CAR P2,Acq CAR P3,Acq CAR P4,Acq CAR P5,Sel CAR P1,Sel CAR P2,Sel CAR P3,Sel CAR P4,Sel CAR P5
M&A,8/12/2010,8/11/2010,8/13/2010,8/7/2010,8/17/2010,8/12/2010,8/12/2011,8/12/2010,4/19/2011,8/11/2010,8/12/2010,Certain Assets,Exterran Partners LP,Exterran Holdings Inc,214,Stock, ,Completed,,US30225N1054,EXLP US Equity,US30225X1037,EXH US Equity,CACX,47031416,CACX 47031416,Exterran Holdings Inc sold Certain Assets to Exterran Partners LP for USD 214.00M. The transaction was announced on 07/27/2010 and completed on 08/12/2010.,0,100,0.01329331,-0.08868145,0.0469594,0.280349,-0.0130789,-0.02168142,-0.05498564,-0.4953478,-0.003544528,-0.001327434,-0.009211701,-0.02491477,0.1095362,0.2274945,-0.005239488,-0.009211701,-0.02491477,0.1095362,0.2274945,-0.005239488,20100811,20100813,20100807,20100817,20100812,20110812,20100812,20110419,20100811,20100812,SPX Index,SPX Index,0.022505011,-0.06376668,-0.0625768,0.0528545,-0.007839412,-0.012469719,-0.03007087,-0.604884,-0.231039028,0.003912054
M&A,5/7/2007,5/6/2007,5/8/2007,5/2/2007,5/12/2007,5/7/2007,5/6/2008,5/7/2007,1/12/2008,5/6/2007,5/7/2007,Flexsys SpA,Solutia Inc/Old,Akzo Nobel NV,212.5,Undisclosed, ,Completed,    N.A.,US8343761057,SOLUQ US Equity,NL0000009132,AKZA NA Equity,CACX,24400396,CACX 24400396,Akzo Nobel NV sold Flexsys SpA to Solutia Inc/Old for USD 212.50M. The transaction was announced on 12/15/2006 and completed on 05/07/2007.,50,50,0.1081081,-0.025,#VALUE!,-0.5487805,0.1081081,0.01174268,0.02,-0.07598648,-0.1507161,0.008339006,0.001512138,0.007609547,-0.04125063,-0.05853858,0.002600443,-0.007301168,-0.00036898,-0.07116523,-0.08671438,0.000722731,20070506,20070508,20070502,20070512,20070507,20080506,20070507,20080112,20070506,20070507,SPX Index,AEX Index,0.106595962,-0.032609547,#VALUE!,-0.49024192,0.105507657,0.019043848,0.02036898,-0.00482125,-0.06400172,0.007616275
M&A,11/13/2009,11/12/2009,11/14/2009,11/8/2009,11/18/2009,11/13/2009,11/13/2010,11/13/2009,7/21/2010,11/12/2009,11/13/2009,Broad Leaf KK,Carlyle Group LP/The,ITX Corp,212.37,Cash, ,Completed,    N.A.,US14309L1026,CG US Equity,JP3104850007,2725 JP Equity,CACX,40669818,CACX 40669818,"ITX Corp sold Broad Leaf KK to The Carlyle Group LP for JPY 19,500.00M. The transaction was announced on 10/27/2009 and completed on 11/13/2009.",0,99.940002,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.002673797,-0.1676867,0.613941,0.2064343,-0.002673797,0.005748271,0.03901662,0.1188416,-0.008563231,0.005748271,-0.001037253,-0.02739983,-0.003625046,-0.03257635,-0.001037253,20091112,20091114,20091108,20091118,20091113,20101113,20091113,20100721,20091112,20091113,SPX Index,TPX Index,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.001636544,-0.14028687,0.617566046,0.23901065,-0.001636544
M&A,12/30/2011,12/29/2011,12/31/2011,12/25/2011,1/4/2012,12/30/2011,12/29/2012,12/30/2011,9/5/2012,12/29/2011,12/30/2011,McGraw-Hill Broadcasting Co Inc,EW Scripps Co/The,McGraw Hill Financial Inc,212,Cash, ,Completed,    N.A.,US8110544025,SSP US Equity,US5806451093,MHFI US Equity,CACX,58163043,CACX 58163043,McGraw Hill Financial Inc sold McGraw-Hill Broadcasting Co Inc to The EW Scripps Co for USD 212.00M. The transaction was announced on 10/03/2011 and completed on 12/30/2011.,0,100,-0.01838235,-0.002386635,0.3008739,0.4044944,-0.01838235,-0.008379272,0.000221484,0.2650928,0.1706337,-0.008379272,-0.004233872,0.01002657,0.1406067,0.1328284,-0.004233872,-0.004233872,0.01002657,0.1406067,0.1328284,-0.004233872,20111229,20111231,20111225,20120104,20111230,20121229,20111230,20120905,20111229,20111230,SPX Index,SPX Index,-0.014148478,-0.012413205,0.1602672,0.271666,-0.014148478,-0.0041454,-0.009805086,0.1244861,0.0378053,-0.0041454
M&A,12/31/2007,12/30/2007,1/1/2008,12/26/2007,1/5/2008,12/31/2007,12/30/2008,12/31/2007,9/6/2008,12/30/2007,12/31/2007,410-megawatt wind farm portfolio,General Electric Co,Babcock & Brown Ltd,211.82,Cash, ,Completed,,US3696041033,GE US Equity,AU000000BNB2,BNB AU Equity,CACX,25188909,CACX 25188909,Babcock & Brown Ltd sold 410-megawatt wind farm portfolio to General Electric Co for AUD 270.00M. The transaction was announced on 02/15/2007 and completed on 12/31/2007.,0,70,-0.007230852,-0.04021305,-0.5505993,-0.2325585,-0.007230852,0.001845018,-0.0537037,-0.994358,-0.9112325,0.001845018,-0.006836861,-0.05700082,-0.3788059,-0.1413868,-0.006836861,-1.57885E-05,-0.002188257,-0.3866983,-0.1951697,-1.57885E-05,20071230,20080101,20071226,20080105,20071231,20081230,20071231,20080906,20071230,20071231,SPX Index,AS51 Index,-0.000393991,0.01678777,-0.1717934,-0.0911717,-0.000393991,0.001860807,-0.051515443,-0.6076597,-0.7160628,0.001860807
M&A,12/30/2010,12/29/2010,12/31/2010,12/25/2010,1/4/2011,12/30/2010,12/30/2011,12/30/2010,9/6/2011,12/29/2010,12/30/2010,Certain Assets,Plains All American Pipeline LP,Nexen Energy ULC,210,Cash, ,Completed,,US7265031051,PAA US Equity,CA65334H1029,NXY CN Equity,CACX,49699333,CACX 49699333,Nexen Energy ULC sold Certain Assets to Plains All American Pipeline LP for USD 210.00M. The transaction was announced on 11/15/2010 and completed on 12/30/2010.,0,100,0.00754172,0.00656105,0.2422177,-0.004973855,0.008344031,0.003521127,0.02298333,-0.2869162,-0.1211846,0.01056338,-0.001674178,0.01096026,0.02085751,-0.06104012,-0.001481603,-0.00011135,0.002925404,-0.08659785,-0.05342294,-0.000766594,20101229,20101231,20101225,20110104,20101230,20111230,20101230,20110906,20101229,20101230,SPX Index,SPTSX Index,0.009215898,-0.00439921,0.22136019,0.056066265,0.009825634,0.003632477,0.020057926,-0.20031835,-0.06776166,0.011329974
M&A,2/15/2010,2/14/2010,2/16/2010,2/10/2010,2/20/2010,2/15/2010,2/15/2011,2/15/2010,10/23/2010,2/14/2010,2/15/2010,Global onshore seismic business,Geokinetics Inc,Petroleum Geo-Services ASA,210,Cash and Stock, ,Completed,,US3729103073,GEOKQ US Equity,NO0010199151,PGS NO Equity,CACX,41501216,CACX 41501216,Petroleum Geo-Services ASA sold Global onshore seismic business to Geokinetics Inc for USD 210.00M. The transaction was announced on 12/03/2009 and completed on 02/15/2010.,0,100,-0.02217295,-0.0260181,0.06873614,-0.2184035,#VALUE!,0.008879781,0.05360825,0.3016529,0.01997245,-0.008196721,0.01813827,0.03934576,0.2596698,0.1149892,#VALUE!,0.01607016,0.03717819,0.3157625,0.1826714,-0.008554763,20100214,20100216,20100210,20100220,20100215,20110215,20100215,20101023,20100214,20100215,SPX Index,OBX Index,-0.04031122,-0.06536386,-0.19093366,-0.3333927,#VALUE!,-0.007190379,0.01643006,-0.0141096,-0.16269895,0.000358042
M&A,2/7/2012,2/6/2012,2/8/2012,2/2/2012,2/12/2012,2/7/2012,2/6/2013,2/7/2012,10/14/2012,2/6/2012,2/7/2012,Kollmorgen Electro-Optical Business,L-3 Communications Holdings Inc,Danaher Corp,210,Cash, ,Completed,,US5024241045,LLL US Equity,US2358511028,DHR US Equity,CACX,59930294,CACX 59930294,Danaher Corp sold Kollmorgen Electro-Optical Business to L-3 Communications Holdings Inc for USD 210.00M. The transaction was announced on 12/13/2011 and completed on 02/07/2012.,0,100,0.009276438,0.006024097,0.162314,0.09671068,0.00256886,-0.01476713,-0.02127255,0.1545115,0.06805085,-0.007194245,0.004566631,0.01345756,0.1481049,0.07724138,0.0020388,0.004566631,0.01345756,0.1481049,0.07724138,0.0020388,20120206,20120208,20120202,20120212,20120207,20130206,20120207,20121014,20120206,20120207,SPX Index,SPX Index,0.004709807,-0.007433463,0.0142091,0.0194693,0.00053006,-0.019333761,-0.03473011,0.0064066,-0.00919053,-0.009233045
M&A,7/31/2007,7/30/2007,8/1/2007,7/26/2007,8/5/2007,7/31/2007,7/30/2008,7/31/2007,4/6/2008,7/30/2007,7/31/2007,Ouachita Power Facility/LA,Entergy Corp,Goldman Sachs Group Inc/The,210,Cash, ,Completed,,US29364G1031,ETR US Equity,US38141G1040,GS US Equity,CACX,27444351,CACX 27444351,The Goldman Sachs Group Inc sold Ouachita Power Facility/LA to Entergy Corp for USD 210.00M. The transaction was completed on 07/31/2007.,0,100,0.02835366,-0.009546779,0.1327141,0.1371694,0.01585366,-0.03443343,-0.07745779,-0.004430175,-0.06556157,-0.03780525,-0.005425724,-0.03292886,-0.09860574,-0.04409448,-0.0126369,-0.005425724,-0.03292886,-0.09860574,-0.04409448,-0.0126369,20070730,20070801,20070726,20070805,20070731,20080730,20070731,20080406,20070730,20070731,SPX Index,SPX Index,0.033779384,0.023382081,0.23131984,0.18126388,0.02849056,-0.029007706,-0.04452893,0.094175565,-0.02146709,-0.02516835
M&A,6/2/2010,6/1/2010,6/3/2010,5/28/2010,6/7/2010,6/2/2010,6/2/2011,6/2/2010,2/7/2011,6/1/2010,6/2/2010,Coal Bed Methane Operations,Walter Energy Inc,Loews Corp,210,Cash, ,Completed,,US93317Q1058,WLT US Equity,US5404241086,L US Equity,CACX,44906820,CACX 44906820,Loews Corp sold Coal Bed Methane Operations to Walter Energy Inc for USD 210.00M. The transaction was announced on 04/28/2010 and completed on 06/02/2010.,0,100,0.02412374,-0.1758477,0.6408824,0.6871426,0.06130268,0.02133668,-0.03598893,0.2806033,0.3306499,0.02384688,0.03020143,-0.0354217,0.2191669,0.2165788,0.02600116,0.03020143,-0.0354217,0.2191669,0.2165788,0.02600116,20100601,20100603,20100528,20100607,20100602,20110602,20100602,20110207,20100601,20100602,SPX Index,SPX Index,-0.00607769,-0.140426,0.4217155,0.4705638,0.03530152,-0.00886475,-0.00056723,0.0614364,0.1140711,-0.00215428
M&A,6/21/2013,6/20/2013,6/22/2013,6/16/2013,6/26/2013,6/21/2013,6/21/2014,6/21/2013,2/26/2014,6/20/2013,6/21/2013,Certain Assets/Marcellus Shale Play,Summit Midstream Partners LP,MarkWest Energy Partners LP,210,Cash, ,Completed,,US8661421029,SMLP US Equity,US5707591005,MWE US Equity,CACX,77819136,CACX 77819136,MarkWest Energy Partners LP sold Certain Assets/Marcellus Shale Play to Summit Midstream Partners LP for USD 210.00M. The transaction was announced on 06/04/2013 and completed on 06/21/2013.,0,100,0.0299222,0.01003542,0.5006432,0.1964103,0.0299222,0.02233056,-0.006418868,0.09984386,0.1076336,0.02233056,0.002672962,-0.01393541,0.2585263,0.1755429,0.002672962,0.002672962,-0.01393541,0.2585263,0.1755429,0.002672962,20130620,20130622,20130616,20130626,20130621,20140621,20130621,20140226,20130620,20130621,SPX Index,SPX Index,0.027249238,0.02397083,0.2421169,0.0208674,0.027249238,0.019657598,0.007516542,-0.15868244,-0.0679093,0.019657598
M&A,3/1/2011,2/28/2011,3/2/2011,2/24/2011,3/6/2011,3/1/2011,2/29/2012,3/1/2011,11/6/2011,2/28/2011,3/1/2011,Certain Assets,Arrow Electronics Inc,Richardson Electronics Ltd/United States,210,Cash, ,Completed,,US0427351004,ARW US Equity,US7631651079,RELL US Equity,CACX,48618752,CACX 48618752,Richardson Electronics Ltd/United States sold Certain Assets to Arrow Electronics Inc for USD 210.00M. The transaction was announced on 10/01/2010 and completed on 03/01/2011.,0,100,-0.006377551,0.001550788,0.04231568,-0.05581516,-0.01734694,0.01153846,0.00076746,-0.05295166,0.02325588,0.01076923,-0.01398888,0.01206117,0.06798531,-0.02770167,-0.01574053,-0.01398888,0.01206117,0.06798531,-0.02770167,-0.01574053,20110228,20110302,20110224,20110306,20110301,20120229,20110301,20111106,20110228,20110301,SPX Index,SPX Index,0.007611329,-0.010510382,-0.02566963,-0.02811349,-0.00160641,0.02552734,-0.01129371,-0.12093697,0.05095755,0.02650976
M&A,10/1/2012,9/30/2012,10/2/2012,9/26/2012,10/6/2012,10/1/2012,10/1/2013,10/1/2012,6/8/2013,9/30/2012,10/1/2012,Gaylord Hotels brand,Marriott International Inc/DE,Ryman Hospitality Properties Inc,210,Cash, ,Completed,,US5719032022,MAR US Equity,US78377T1079,RHP US Equity,CACX,64923120,CACX 64923120,Ryman Hospitality Properties Inc sold Gaylord Hotels brand to Marriott International Inc/DE for USD 210.00M. The transaction was announced on 05/31/2012 and completed on 10/01/2012.,0,100,-0.01202046,-0.01845681,0.108356,0.08084025,-0.003324808,0.008601062,0.07298503,0.1030077,0.03134243,0.01517835,0.003641317,0.02003789,0.1997359,0.1557397,0.002704147,0.003641317,0.02003789,0.1997359,0.1557397,0.002704147,20120930,20121002,20120926,20121006,20121001,20131001,20121001,20130608,20120930,20121001,SPX Index,SPX Index,-0.015661777,-0.0384947,-0.0913799,-0.07489945,-0.006028955,0.004959745,0.05294714,-0.0967282,-0.12439727,0.012474203
M&A,9/14/2012,9/13/2012,9/15/2012,9/9/2012,9/19/2012,9/14/2012,9/14/2013,9/14/2012,5/22/2013,9/13/2012,9/14/2012,Certain Assets,Tesoro Logistics LP,Tesoro Corp,210,Cash and Stock, ,Completed,,US88160T1079,TLLP US Equity,US8816091016,TSO US Equity,CACX,75895721,CACX 75895721,Tesoro Corp sold Certain Assets to Tesoro Logistics LP for USD 210.00M. The transaction was announced on 09/17/2012 and completed on 09/14/2012.,0,100,0.006637168,-0.005925251,0.2889782,0.4969198,0.006637168,0.01088839,0.01444943,0.1468639,0.5283335,0.01088839,0.003967557,0.01665618,0.1774045,0.1468145,0.003967557,0.003967557,0.01665618,0.1774045,0.1468145,0.003967557,20120913,20120915,20120909,20120919,20120914,20130914,20120914,20130522,20120913,20120914,SPX Index,SPX Index,0.002669611,-0.022581431,0.1115737,0.3501053,0.002669611,0.006920833,-0.00220675,-0.0305406,0.381519,0.006920833
M&A,12/22/2008,12/21/2008,12/23/2008,12/17/2008,12/27/2008,12/22/2008,12/22/2009,12/22/2008,8/29/2009,12/21/2008,12/22/2008,Certain Assets,Western Gas Partners LP,Anadarko Petroleum Corp,209.94,Stock & Debt, ,Completed,,US9582541044,WES US Equity,US0325111070,APC US Equity,CACX,34248614,CACX 34248614,Anadarko Petroleum Corp sold Certain Assets to Western Gas Partners LP for USD 209.94M. The transaction was announced on 11/11/2008 and completed on 12/22/2008.,0,0,-0.06199854,0.03341289,0.5810313,0.3894498,-0.06126915,-0.04332616,-0.07443283,0.7616793,0.531629,-0.03525296,-0.02755845,-0.03417691,0.3145571,0.2024327,-0.01820707,-0.02755845,-0.03417691,0.3145571,0.2024327,-0.01820707,20081221,20081223,20081217,20081227,20081222,20091222,20081222,20090829,20081221,20081222,SPX Index,SPX Index,-0.03444009,0.0675898,0.2664742,0.1870171,-0.04306208,-0.01576771,-0.04025592,0.4471222,0.3291963,-0.01704589
M&A,9/12/2006,9/11/2006,9/13/2006,9/7/2006,9/17/2006,9/12/2006,9/12/2007,9/12/2006,5/20/2007,9/11/2006,9/12/2006,Pizza Hut UK Ltd,Yum! Brands Inc,Whitbread PLC,209.24,Cash and Debt, ,Completed,    N.A.,US9884981013,YUM US Equity,GB00B1KJJ408,WTB LN Equity,CACX,22621122,CACX 22621122,Whitbread PLC sold Pizza Hut UK Ltd to Yum! Brands Inc for GBP 112.00M. The transaction was announced on 07/31/2006 and completed on 09/12/2006.,50,50,0.02676827,0.0864654,0.223755,0.2957344,0.01934349,0.01084431,0.01097179,0.259558,0.4864494,0.003098373,0.01454987,0.02037272,0.1418896,0.1746144,0.01044398,0.007553624,0.003702061,0.110192,0.1542444,0.007640014,20060911,20060913,20060907,20060917,20060912,20070912,20060912,20070520,20060911,20060912,SPX Index,UKX Index,0.0122184,0.06609268,0.0818654,0.12112,0.00889951,0.003290686,0.007269729,0.149366,0.332205,-0.004541641
M&A,2/7/2013,2/6/2013,2/8/2013,2/2/2013,2/12/2013,2/7/2013,2/7/2014,2/7/2013,10/15/2013,2/6/2013,2/7/2013,Terminus 100,JPMorgan Chase & Co,Cousins Properties Inc,209.2,Cash, ,Completed,,US46625H1005,JPM US Equity,US2227951066,CUZ US Equity,CACX,73886061,CACX 73886061,Cousins Properties Inc sold Terminus 100 to JPMorgan Chase & Co for USD 209.20M. The transaction was completed on 02/07/2013.,0,100,0.000411438,0.02695925,0.2064844,0.1074157,-0.007817321,0.01240135,0.008416097,0.2496474,0.2551809,-0.009019166,0.004249467,0.004916125,0.2159534,0.1417227,-0.001401081,0.004249467,0.004916125,0.2159534,0.1417227,-0.001401081,20130206,20130208,20130202,20130212,20130207,20140207,20130207,20131015,20130206,20130207,SPX Index,SPX Index,-0.003838029,0.022043125,-0.009469,-0.034307,-0.00641624,0.008151883,0.003499972,0.033694,0.1134582,-0.007618085
M&A,3/18/2013,3/17/2013,3/19/2013,3/13/2013,3/23/2013,3/18/2013,3/18/2014,3/18/2013,11/23/2013,3/17/2013,3/18/2013,Triumph Engine Control Systems LLC,Triumph Group Inc,Goodrich Corp,208.65,Cash, ,Completed,    N.A.,US8968181011,TGI US Equity,US3823881061,GR US Equity,CACX,73172211,CACX 73172211,Goodrich Corp sold Triumph Engine Control Systems LLC to Triumph Group Inc for USD 208.65M. The transaction was announced on 01/18/2013 and completed on 03/18/2013.,0,100,0.001016777,0.01614583,-0.1755188,-0.05297142,-0.003812913,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.007895075,0.001595804,0.2318685,0.179587,-0.005503284,-0.007895075,0.001595804,0.2318685,0.179587,-0.005503284,20130317,20130319,20130313,20130323,20130318,20140318,20130318,20131123,20130317,20130318,SPX Index,SPX Index,0.008911852,0.014550026,-0.4073873,-0.23255842,0.001690371,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M&A,10/5/2012,10/4/2012,10/6/2012,9/30/2012,10/10/2012,10/5/2012,10/5/2013,10/5/2012,6/12/2013,10/4/2012,10/5/2012,12 Remaining assets,W&T Offshore Inc,Newfield Exploration Co,208,Cash, ,Completed,,US92922P1066,WTI US Equity,US6512901082,NFX US Equity,CACX,68965561,CACX 68965561,Newfield Exploration Co sold 12 Remaining assets to W&T Offshore Inc for USD 208.00M. The transaction was announced on 09/19/2012 and completed on 10/05/2012.,0,100,-0.01769912,0.008519702,0.0766827,-0.1732621,-0.01769912,0.005928854,0.05204342,-0.06024885,-0.267518,0.005928854,1.67978E-05,-0.004843078,0.1826014,0.120897,1.67978E-05,1.67978E-05,-0.004843078,0.1826014,0.120897,1.67978E-05,20121004,20121006,20120930,20121010,20121005,20131005,20121005,20130612,20121004,20121005,SPX Index,SPX Index,-0.017715918,0.01336278,-0.1059187,-0.2941591,-0.017715918,0.005912056,0.056886498,-0.24285025,-0.388415,0.005912056
M&A,4/30/2013,4/29/2013,5/1/2013,4/25/2013,5/5/2013,4/30/2013,4/30/2014,4/30/2013,1/5/2014,4/29/2013,4/30/2013,Dresden Papier GmbH,PH Glatfelter Co,Fortress Paper Ltd,207.54,Cash, ,Completed,    N.A.,US3773161043,GLT US Equity,CA34958R1010,FTP CN Equity,CACX,74984287,CACX 74984287,Fortress Paper Ltd sold Dresden Papier GmbH to PH Glatfelter Co for EUR 160.00M. The transaction was announced on 03/13/2013 and completed on 04/30/2013.,0,100,-0.0127551,0.02217484,0.07966296,0.164225,0.02040816,0.06970128,0.04189944,-0.5994962,-0.4357683,0.1294452,-0.006789794,0.0187768,0.2042723,0.1636284,0.002496666,0.000712292,0.009578254,0.2128663,0.111594,0.01168147,20130429,20130501,20130425,20130505,20130430,20140430,20130430,20140105,20130429,20130430,SPX Index,SPTSX Index,-0.005965306,0.00339804,-0.12460934,0.0005966,0.017911494,0.068988988,0.032321186,-0.8123625,-0.5473623,0.11776373
M&A,1/4/2012,1/3/2012,1/5/2012,12/30/2011,1/9/2012,1/4/2012,1/3/2013,1/4/2012,9/10/2012,1/3/2012,1/4/2012,Gulf of Mexico Crude Oil Pipeline Systems,Genesis Energy LP,Marathon Oil Corp,205.76,Cash, ,Completed,,US3719271047,GEL US Equity,US5658491064,MRO US Equity,CACX,58860953,CACX 58860953,Marathon Oil Corp sold Gulf of Mexico Crude Oil Pipeline Systems to Genesis Energy LP for USD 205.76M. The transaction was announced on 10/31/2011 and completed on 01/04/2012.,0,100,0.04054539,0.01997147,0.3803781,0.192365,0.01614639,0.009689922,0.0468056,0.04218813,-0.06584542,0.002260982,0.003344827,0.01902031,0.1685607,0.1357523,0.000399672,0.003344827,0.01902031,0.1685607,0.1357523,0.000399672,20120103,20120105,20111230,20120109,20120104,20130103,20120104,20120910,20120103,20120104,SPX Index,SPX Index,0.037200563,0.00095116,0.2118174,0.0566127,0.015746718,0.006345095,0.02778529,-0.12637257,-0.20159772,0.00186131
M&A,6/30/2008,6/29/2008,7/1/2008,6/25/2008,7/5/2008,6/30/2008,6/30/2009,6/30/2008,3/7/2009,6/29/2008,6/30/2008,Teekay Offshore Operating LP,Teekay Offshore Partners LP,Teekay Corp,205,Cash, ,Completed,    N.A.,MHY8565J1010,TOO US Equity,MHY8564W1030,TK US Equity,CACX,32040340,CACX 32040340,Teekay Corp sold Teekay Offshore Operating LP to Teekay Offshore Partners LP for USD 205.00M. The transaction was announced on 06/05/2008 and completed on 06/30/2008.,26,25,-0.007560484,-0.01365706,-0.1910849,-0.4467358,-0.00453629,-0.02366478,-0.1101516,-0.5033756,-0.7269496,-0.01910551,0.005305753,-0.04410704,-0.2621878,-0.4555752,0.001271813,0.005305753,-0.04410704,-0.2621878,-0.4555752,0.001271813,20080629,20080701,20080625,20080705,20080630,20090630,20080630,20090307,20080629,20080630,SPX Index,SPX Index,-0.012866237,0.03044998,0.0711029,0.0088394,-0.005808103,-0.028970533,-0.06604456,-0.2411878,-0.2713744,-0.020377323
M&A,12/31/2010,12/30/2010,1/1/2011,12/26/2010,1/5/2011,12/31/2010,12/31/2011,12/31/2010,9/7/2011,12/30/2010,12/31/2010,Traction Systems Division,BorgWarner Inc,Haldex AB,205,Cash, ,Completed,,US0997241064,BWA US Equity,SE0000105199,HLDX SS Equity,CACX,50550122,CACX 50550122,Haldex AB sold Traction Systems Division to BorgWarner Inc for USD 205.00M. The transaction was announced on 12/17/2010 and completed on 12/31/2010.,0,100,-0.006998765,0.000546896,-0.1191266,-0.03427308,-0.006998765,#VALUE!,-0.05152225,-0.1686617,-0.05979595,#VALUE!,-0.000192861,0.01615398,0.02105444,-0.03372269,-0.000192861,#VALUE!,-0.00753627,-0.1132181,-0.1759061,#VALUE!,20101230,20110101,20101226,20110105,20101231,20111231,20101231,20110907,20101230,20101231,SPX Index,OMX Index,-0.006805904,-0.015607084,-0.14018104,-0.00055039,-0.006805904,#VALUE!,-0.04398598,-0.0554436,0.11611015,#VALUE!
M&A,8/30/2013,8/29/2013,8/31/2013,8/25/2013,9/4/2013,8/30/2013,8/30/2014,8/30/2013,5/7/2014,8/29/2013,8/30/2013,Majority of Orchard's assets,Lowe's Cos Inc,OSH 1 Liquidating Corp,205,Cash, ,Completed,,US5486611073,LOW US Equity,US6881971021,OSHWQ US Equity,CACX,78422444,CACX 78422444,OSH 1 Liquidating Corp sold Majority of Orchard's assets to Lowe's Cos Inc for USD 205.00M. The transaction was announced on 06/17/2013 and completed on 08/30/2013.,0,100,-0.01292546,-0.02149851,#VALUE!,-0.004244048,-0.01292546,0.02974828,-0.106383,#VALUE!,#VALUE!,0.02974828,-0.003090111,-0.005546876,#VALUE!,0.1659968,-0.003090111,-0.003090111,-0.005546876,#VALUE!,0.1659968,-0.003090111,20130829,20130831,20130825,20130904,20130830,20140830,20130830,20140507,20130829,20130830,SPX Index,SPX Index,-0.009835349,-0.015951634,#VALUE!,-0.170240848,-0.009835349,0.032838391,-0.100836124,#VALUE!,#VALUE!,0.032838391
M&A,12/28/2011,12/27/2011,12/29/2011,12/23/2011,1/2/2012,12/28/2011,12/27/2012,12/28/2011,9/3/2012,12/27/2011,12/28/2011,Pompano Field Working Interest,Stone Energy Corp,BP PLC,204,Cash, ,Completed,,US8616421066,SGY US Equity,GB0007980591,BP/ LN Equity,CACX,59358709,CACX 59358709,BP PLC sold Pompano Field Working Interest to Stone Energy Corp for USD 204.00M. The transaction was announced on 11/18/2011 and completed on 12/28/2011.,0,75,-0.001136364,0.01892623,-0.2068558,-0.07289204,-0.03863636,0.002501631,0.001740265,-0.009581166,0.01116593,-0.00859256,-0.001652908,-0.005786135,0.1606788,0.1423715,-0.01225426,0.01003693,0.01103663,0.1278062,0.08052527,-0.000735205,20111227,20111229,20111223,20120102,20111228,20121227,20111228,20120903,20111227,20111228,SPX Index,UKX Index,0.000516544,0.024712365,-0.3675346,-0.21526354,-0.0263821,-0.007535299,-0.009296365,-0.137387366,-0.06935934,-0.007857355
M&A,6/30/2013,6/29/2013,7/1/2013,6/25/2013,7/5/2013,6/30/2013,6/30/2014,6/30/2013,3/7/2014,6/29/2013,6/30/2013,Cidade de Itajai FPSO unit,Teekay Offshore Partners LP,Teekay Corp,204,Cash, ,Completed,,MHY8565J1010,TOO US Equity,MHY8564W1030,TK US Equity,CACX,77507118,CACX 77507118,Teekay Corp sold Cidade de Itajai FPSO unit to Teekay Offshore Partners LP for USD 204.00M. The transaction was announced on 05/29/2013 and completed on 06/30/2013.,0,50,0.03726517,0.08462757,0.1851144,0.03349465,#VALUE!,-0.003199606,0.04215938,0.5734561,0.4484508,#VALUE!,0.005521627,0.02827978,0.2459817,0.186494,#VALUE!,0.005521627,0.02827978,0.2459817,0.186494,#VALUE!,20130629,20130701,20130625,20130705,20130630,20140630,20130630,20140307,20130629,20130630,SPX Index,SPX Index,0.031743543,0.05634779,-0.0608673,-0.15299935,#VALUE!,-0.008721233,0.0138796,0.3274744,0.2619568,#VALUE!
